CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL,CNPJ_Fundo
29.641.226/0001-53,2022-12-31,1,Pernambucanas Assis Chateaubriand,"Av. Tupassi, Esq. R. Valo do Piqueri, S/N, Assis Chateaubriand, PR",2022-12-22,1004.62,1.0,-,0.001449,0.001472,
29.641.226/0001-53,2022-12-31,1,Pernambucanas Taubaté,"R. Bispo Rodovalho,88 e 100, Taubaté,SP",2022-12-26,1321.85,1.0,-,0.002897,0.002943,
30.048.651/0001-12,2022-09-30,1,Edifício Icon Faria Lima,"Avenida Brigadeiro Faria Lima, 3311, Itaim Bibi, São Paulo - SP",2022-07-25,450.0,1.0,Imóvel acabado para renda.,0.0509,0.0407,
30.492.505/0001-81,2022-12-31,1,Prédio de Escritórios,"Largo dos Leões, nº 15 - Humaitá - Rio de Janeiro - RJ",2022-11-11,9709.0,1.0,"Prédio e respectivo terreno que mede 39,00m de frente pela Rua Conde de Irajá 26,00m do lado oposto pelo Largo dos Leões, por onde também faz testada 39,80m à direita, confrontando com os prédios números 443, da Rua São Clemente, de quem de direito e 90 da Rua Conde de Irajá 11,45m à esquerda.  Matrícula 5356 do 3º Ofício de Registro de Imóveis do Rio de Janeiro - RJ. Cadastrado pela Pref. do Município do Rio de Janeiro, pela inscrição nº 0.146.639-0",0.280213,0.185417,
30.492.505/0001-81,2022-12-31,1,Imóvel Rua do Equador 274,"Rua do Equador, nº 274 - Bairro Santo Cristo - Rio de Janeiro - RJ",2022-12-08,1376.7,1.0,"O compromisso de venda e compra com cláusulas resolutivas foi firmado em 01/09/2022. O termo de superação das resolutivas foi assinado 08/12/22. No campo ""data da alienação"" foi considerada a data do termo de superação das cláusulas resolutivas.",0.092359,0.04366,
30.492.505/0001-81,2022-12-31,1,Imóvel Rua do Equador 196,Rua do Equador nº 196 -  Bairro Santo Cristo - Rio de Janeiro - RJ,2022-12-08,7196.4,1.0,"O compromisso de venda e compra com cláusulas resolutivas foi firmado em 01/09/2022. O termo de superação das resolutivas foi assinado 08/12/22. No campo ""data da alienação"" foi considerada a data do termo de superação das cláusulas resolutivas.",0.682277,0.322521,
30.492.505/0001-81,2022-12-31,1,Imóvel Av.Rodrigues Alves,"Avenida Rodrigues Alves, 837/843, quadra 39",2022-12-08,2140.0,1.0,"O compromisso de venda e compra com cláusulas resolutivas foi firmado em 01/09/2022. O termo de superação das resolutivas foi assinado 08/12/22. No campo ""data da alienação"" foi considerada a data do termo de superação das cláusulas resolutivas.",0.225364,0.106533,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 1,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2243.97,1.0,14620,0.0193648959123527,0.0193648959123527,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 2,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2243.97,1.0,14621,0.0193648959123527,0.0193648959123527,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 3,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2243.97,1.0,14622,0.0193648959123527,0.0193648959123527,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 4,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2322.3,1.0,14623,0.0192046279765936,0.0192046279765936,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 5,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2322.3,1.0,14624,0.0192046279765936,0.0192046279765936,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 6,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2127.75,1.0,14625,0.0115080536262838,0.0115080536262838,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 7,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2127.75,1.0,14626,0.0115080536262838,0.0115080536262838,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 8,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2127.75,1.0,14627,0.0115080536262838,0.0115080536262838,
30.495.165/0001-42,2022-09-30,1,MM1  G02 - 9,"Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900",2022-07-01,2127.75,1.0,14628,0.0115080536262838,0.0115080536262838,
31.469.385/0001-64,2022-03-31,1,WALTER ALVES FILHO,ESTRADA DA BARRA 315 - APTO 302 - BL 02,2022-03-24,182.0,1.0,,,,
32.655.589/0001-52,2022-03-31,1,DOTO_201,"Rua Barão Geraldo de Resende, 97, Sala 201 Guanabara, Campinas - SP",2022-02-24,40.17,1.0,Nenhuma caracteristica relevante.,0.001806,0.004646,
32.655.589/0001-52,2022-03-31,1,DOTO_306,"Rua Barão Geraldo de Resende, 97, Sala 306 Guanabara, Campinas - SP",2022-01-17,41.08,1.0,Nenhuma caracteristica relevante.,0.00074,0.004646,
32.655.589/0001-52,2022-03-31,1,NYT_09,"Avenida Brasilia nº 2121, Loja 9 - Vila São Paulo, Araçatuba-SP",2022-03-28,114.82,1.0,Não possui características relevantes,0.005063,0.014902,
32.655.589/0001-52,2022-03-31,1,EB_1008,"Avenida São Rafael, nº 1.405, 10º Andar, Sala 1008 - São Marcos, Salvador-BA",2022-01-19,29.96,1.0,Nenhuma característica relevante,0.000434,0.002725,
32.655.589/0001-52,2022-03-31,1,NYT_405,"Avenida Brasilia nº 2121, Sala 405 - Vila São Paulo, Araçatuba-SP",2022-01-24,43.87,1.0,Não possui características relevantes,0.000961,0.006035,
32.655.589/0001-52,2022-03-31,1,NYT_702,"Avenida Brasilia nº 2121, Sala 702 - Vila São Paulo, Araçatuba-SP",2022-01-12,42.74,1.0,Não possui características relevantes,0.001564,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_703,"Avenida Brasilia nº 2121, Sala 703 - Vila São Paulo, Araçatuba-SP",2022-01-07,42.74,1.0,Não possui características relevantes,0.001045,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_706,"Avenida Brasilia nº 2121, Sala 706 - Vila São Paulo, Araçatuba-SP",2022-03-22,43.87,1.0,Não possui características relevantes,0.000961,0.006035,
32.655.589/0001-52,2022-03-31,1,NYT_707,"Avenida Brasilia nº 2121, Sala 707 - Vila São Paulo, Araçatuba-SP",2022-03-22,42.74,1.0,Não possui características relevantes,0.000936,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_708,"Avenida Brasilia nº 2121, Sala 708 - Vila São Paulo, Araçatuba-SP",2022-03-22,42.74,1.0,Não possui características relevantes,0.000936,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_709,"Avenida Brasilia nº 2121, Sala 709 - Vila São Paulo, Araçatuba-SP",2022-03-22,44.98,1.0,Não possui características relevantes,0.001771,0.006188,
32.655.589/0001-52,2022-03-31,1,NYT_804,"Avenida Brasilia nº 2121, Sala 804 - Vila São Paulo, Araçatuba-SP",2022-03-29,42.74,1.0,Não possui características relevantes,0.000936,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_805,"Avenida Brasilia nº 2121, Sala 805 - Vila São Paulo, Araçatuba-SP",2022-03-29,43.87,1.0,Não possui características relevantes,0.00147,0.006035,
32.655.589/0001-52,2022-03-31,1,NYT_806,"Avenida Brasilia nº 2121, Sala 806 - Vila São Paulo, Araçatuba-SP",2022-02-07,43.87,1.0,Não possui características relevantes,0.000961,0.006035,
32.655.589/0001-52,2022-03-31,1,NYT_807,"Avenida Brasilia nº 2121, Sala 807 - Vila São Paulo, Araçatuba-SP",2022-01-04,42.74,1.0,Não possui características relevantes,0.000936,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_808,"Avenida Brasilia nº 2121, Sala 808 - Vila São Paulo, Araçatuba-SP",2022-01-14,42.74,1.0,Não possui características relevantes,0.002061,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_903,"Avenida Brasilia nº 2121, Sala 903 - Vila São Paulo, Araçatuba-SP",2022-03-30,42.74,1.0,Não possui características relevantes,0.001114,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_916,"Avenida Brasilia nº 2121, Sala 916 - Vila São Paulo, Araçatuba-SP",2022-01-12,53.03,1.0,Não possui características relevantes,0.003205,0.007295,
32.655.589/0001-52,2022-03-31,1,NYT_1003,"Avenida Brasilia nº 2121, Sala 1003 - Vila São Paulo, Araçatuba-SP",2022-01-19,42.74,1.0,Não possui características relevantes,0.00235,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_1006,"Avenida Brasilia nº 2121, Sala 1006 - Vila São Paulo, Araçatuba-SP",2022-03-22,43.87,1.0,Não possui características relevantes,0.000961,0.006035,
32.655.589/0001-52,2022-03-31,1,NYT_1007,"Avenida Brasilia nº 2121, Sala 1007 - Vila São Paulo, Araçatuba-SP",2022-03-22,42.74,1.0,Não possui características relevantes,0.001608,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_1202,"Avenida Brasilia nº 2121, Sala 1202 - Vila São Paulo, Araçatuba-SP",2022-01-14,42.74,1.0,Não possui características relevantes,0.003616,0.00588,
32.655.589/0001-52,2022-03-31,1,NYT_1209,"Avenida Brasilia nº 2121, Sala 1209 - Vila São Paulo, Araçatuba-SP",2022-01-19,44.98,1.0,Não possui características relevantes,0.002012,0.00623,
32.655.589/0001-52,2022-03-31,1,NYT_508,"Avenida Brasilia nº 2121, Sala 508 - Vila São Paulo, Araçatuba-SP",2022-02-22,42.74,1.0,Não possui características relevantes,0.000936,0.00588,
32.655.589/0001-52,2022-03-31,1,AL_810C,"Rua Bernardo Giumarães, 105 Sala 810- Vila Boa Vista, Sorocaba-SP",2022-01-20,44.59,1.0,Nenhuma caracteristica relevante.,0.000771,0.003997,
32.655.589/0001-52,2022-03-31,1,AL_183BV,"Rua Bernardo Giumarães, 105 Vaga 183- Vila Boa Vista, Sorocaba-SP",2022-01-20,10.35,1.0,Nenhuma caracteristica relevante.,3.6e-05,2.6e-05,
32.655.589/0001-52,2022-03-31,1,1LED711,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 711 - Águas Claras-DF",2022-03-17,39.06,1.0,Nenhuma característica relevante,0.000662,0.00378,
32.655.589/0001-52,2022-03-31,1,1LED712,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 712 - Águas Claras-DF",2022-03-17,39.06,1.0,Nenhuma característica relevante,0.001496,0.00378,
32.655.589/0001-52,2022-03-31,1,1LED1106,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1106 - Águas Claras-DF",2022-03-22,39.23,1.0,Nenhuma característica relevante,0.000961,0.006035,
32.655.589/0001-52,2022-03-31,1,1LED1410,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1410 - Águas Claras-DF",2022-03-23,36.99,1.0,Nenhuma característica relevante,0.002271,0.003609,
32.655.589/0001-52,2022-03-31,1,1LED1412,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1412 - Águas Claras-DF",2022-03-17,39.06,1.0,Nenhuma característica relevante,0.001505,0.003827,
32.655.589/0001-52,2022-03-31,1,1LED1510,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1510 - Águas Claras-DF",2022-03-22,36.99,1.0,Nenhuma característica relevante,0.000565,0.003547,
32.655.589/0001-52,2022-03-31,1,1LED1611,"Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1611 - Águas Claras-DF",2022-03-22,39.06,1.0,Nenhuma característica relevante,0.000609,0.003827,
32.655.589/0001-52,2022-03-31,1,CBR_1304,"Av. Jacarandá, 22 Ap.1304 - Águas Claras, Brasília - DF",2022-01-31,41.3,1.0,Nenhuma característica relevante,0.000822,0.005164,
32.655.589/0001-52,2022-03-31,1,VERS_11,"Rua Teiceira Heizer, 1.965 Ap.11 - Recreio dos Bandeirantes, Rio de Janeiro-RJ",2022-03-15,184.0,1.0,Nenhuma característica relevante,0.00308,0.019338,
32.655.589/0001-52,2022-06-30,1,DOTO_103,"Rua Barão Geraldo de Resende, 97, Sala 103 Guanabara, Campinas - SP",2022-05-04,45.07,1.0,Nenhuma caracteristica relevante.,0.000807,0.006479,
32.655.589/0001-52,2022-06-30,1,DOTO_207,"Rua Barão Geraldo de Resende, 97, Sala 207 Guanabara, Campinas - SP",2022-05-06,41.08,1.0,Nenhuma caracteristica relevante.,0.000724,0.005815,
32.655.589/0001-52,2022-06-30,1,DOTO_209,"Rua Barão Geraldo de Resende, 97, Sala 209 Guanabara, Campinas - SP",2022-04-04,46.68,1.0,Nenhuma caracteristica relevante.,0.001009,0.005815,
32.655.589/0001-52,2022-06-30,1,DOTO_212,"Rua Barão Geraldo de Resende, 97, Sala 212 Guanabara, Campinas - SP",2022-06-06,40.17,1.0,Nenhuma caracteristica relevante.,0.001169,0.005947,
32.655.589/0001-52,2022-06-30,1,DOTO_402,"Rua Barão Geraldo de Resende, 97, Sala 402 Guanabara, Campinas - SP",2022-04-13,40.17,1.0,Nenhuma caracteristica relevante.,0.002275,0.00515,
32.655.589/0001-52,2022-06-30,1,DOTO_707,"Rua Barão Geraldo de Resende, 97, Sala 707 Guanabara, Campinas - SP",2022-05-25,41.08,1.0,Nenhuma caracteristica relevante.,0.000401,0.005981,
32.655.589/0001-52,2022-06-30,1,NYT_402,"Avenida Brasilia nº 2121, Sala 402 - Vila São Paulo, Araçatuba-SP",2022-06-03,42.74,1.0,Não possui características relevantes,0.002458,0.008025,
32.655.589/0001-52,2022-06-30,1,NYT_411,"Avenida Brasilia nº 2121, Sala 411 - Vila São Paulo, Araçatuba-SP",2022-06-17,58.57,1.0,Não possui características relevantes,0.002161,0.010499,
32.655.589/0001-52,2022-06-30,1,NYT_503,"Avenida Brasilia nº 2121, Sala 503 - Vila São Paulo, Araçatuba-SP",2022-05-02,42.74,1.0,Não possui características relevantes,0.000928,0.007455,
32.655.589/0001-52,2022-06-30,1,NYT_504,"Avenida Brasilia nº 2121, Sala 504 - Vila São Paulo, Araçatuba-SP",2022-05-03,42.74,1.0,Não possui características relevantes,0.000928,0.007455,
32.655.589/0001-52,2022-06-30,1,NYT_506,"Avenida Brasilia nº 2121, Sala 506 - Vila São Paulo, Araçatuba-SP",2022-06-23,43.87,1.0,Não possui características relevantes,0.002349,0.007725,
32.655.589/0001-52,2022-06-30,1,NYT_605,"Avenida Brasilia nº 2121, Sala 605 - Vila São Paulo, Araçatuba-SP",2022-06-14,43.87,1.0,Não possui características relevantes,0.000963,0.007725,
32.655.589/0001-52,2022-06-30,1,NYT_615,"Avenida Brasilia nº 2121, Sala 615 - Vila São Paulo, Araçatuba-SP",2022-05-18,45.4,1.0,Não possui características relevantes,0.070532,0.007995,
32.655.589/0001-52,2022-06-30,1,NYT_619,"Avenida Brasilia nº 2121, Sala 619 - Vila São Paulo, Araçatuba-SP",2022-05-04,42.74,1.0,Não possui características relevantes,0.001774,0.007526,
32.655.589/0001-52,2022-06-30,1,NYT_704,"Avenida Brasilia nº 2121, Sala 704 - Vila São Paulo, Araçatuba-SP",2022-05-31,42.74,1.0,Não possui características relevantes,0.000938,0.007526,
32.655.589/0001-52,2022-06-30,1,NYT_907,"Avenida Brasilia nº 2121, Sala 907 - Vila São Paulo, Araçatuba-SP",2022-04-05,42.74,1.0,Não possui características relevantes,0.000937,0.007526,
32.655.589/0001-52,2022-06-30,1,NYT_1004,"Avenida Brasilia nº 2121, Sala 1004 - Vila São Paulo, Araçatuba-SP",2022-05-17,42.74,1.0,Não possui características relevantes,0.000931,0.007476,
32.655.589/0001-52,2022-06-30,1,NYT_1103,"Avenida Brasilia nº 2121, Sala 1103 - Vila São Paulo, Araçatuba-SP",2022-04-19,42.74,1.0,Não possui características relevantes,0.000937,0.007526,
32.655.589/0001-52,2022-06-30,1,NYT_1206,"Avenida Brasilia nº 2121, Sala 1206 - Vila São Paulo, Araçatuba-SP",2022-06-23,43.87,1.0,Não possui características relevantes,0.000963,0.007725,
32.655.589/0001-52,2022-06-30,1,NYT_1505,"Avenida Brasilia nº 2121, Sala 1505 - Vila São Paulo, Araçatuba-SP",2022-04-28,43.87,1.0,Não possui características relevantes,0.002368,0.007725,
32.655.589/0001-52,2022-06-30,1,NYT_1606,"Avenida Brasilia nº 2121, Sala 1606 - Vila São Paulo, Araçatuba-SP",2022-04-07,43.87,1.0,Não possui características relevantes,0.00197,0.007725,
32.655.589/0001-52,2022-06-30,1,NYT_1607,"Avenida Brasilia nº 2121, Sala 1607 - Vila São Paulo, Araçatuba-SP",2022-04-07,42.74,1.0,Não possui características relevantes,0.000937,0.007526,
32.655.589/0001-52,2022-06-30,1,NYT_1608,"Avenida Brasilia nº 2121, Sala 1608 - Vila São Paulo, Araçatuba-SP",2022-04-07,42.74,1.0,Não possui características relevantes,0.000937,0.007526,
32.655.589/0001-52,2022-06-30,1,LEDM_4A,"Lotes nº 34 e 36, Rua 210, QS 1, A Unid. 6 - Águas Claras-DF",2022-06-21,194.31,1.0,Nenhuma característica relevante,0.003772,0.03027,
32.655.589/0001-52,2022-09-30,1,DOTO1006,"Rua Barão Geraldo de Resende, 97, Sala 1006 Guanabara, Campinas - SP",2022-08-31,41.08,1.0,Nenhuma caracteristica relevante.,0.000706,0.007962,
32.655.589/0001-52,2022-09-30,1,NYT_404,"Avenida Brasilia nº 2121, Sala 404 - Vila São Paulo, Araçatuba-SP",2022-09-08,42.74,1.0,Não possui características relevantes,0.004149,0.010609,
32.655.589/0001-52,2022-09-30,1,NYT_505,"Avenida Brasilia nº 2121, Sala 505 - Vila São Paulo, Araçatuba-SP",2022-07-20,43.87,1.0,Não possui características relevantes,0.003227,0.010772,
32.655.589/0001-52,2022-09-30,1,NYT_08,"Avenida Brasilia nº 2121, Sala 508 - Vila São Paulo, Araçatuba-SP",2022-08-08,42.74,1.0,Não possui características relevantes,0.005105,0.027209,
32.655.589/0001-52,2022-09-30,1,NYT_809,"Avenida Brasilia nº 2121, Sala 809 - Vila São Paulo, Araçatuba-SP",2022-08-11,44.98,1.0,Não possui características relevantes,0.002045,0.011165,
32.655.589/0001-52,2022-09-30,1,NYT_904,"Avenida Brasilia nº 2121, Sala 904 - Vila São Paulo, Araçatuba-SP",2022-08-11,42.74,1.0,Não possui características relevantes,0.002424,0.010609,
32.655.589/0001-52,2022-09-30,1,NYT_906,"Avenida Brasilia nº 2121, Sala 906 - Vila São Paulo, Araçatuba-SP",2022-07-05,43.87,1.0,Não possui características relevantes,0.000963,0.01089,
32.655.589/0001-52,2022-09-30,1,NYT_908,"Avenida Brasilia nº 2121, Sala 908 - Vila São Paulo, Araçatuba-SP",2022-07-21,42.74,1.0,Não possui características relevantes,0.002267,0.010609,
32.655.589/0001-52,2022-09-30,1,NYT_1104,"Avenida Brasilia nº 2121, Sala 1104 - Vila São Paulo, Araçatuba-SP",2022-08-23,42.74,1.0,Não possui características relevantes,0.000939,0.010609,
32.655.589/0001-52,2022-09-30,1,NYT_1105,"Avenida Brasilia nº 2121, Sala 1105 - Vila São Paulo, Araçatuba-SP",2022-09-08,43.87,1.0,Não possui características relevantes,0.000965,0.01089,
32.655.589/0001-52,2022-09-30,1,NYT_1107,"Avenida Brasilia nº 2121, Sala 1107 - Vila São Paulo, Araçatuba-SP",2022-09-14,42.74,1.0,Não possui características relevantes,0.000766,0.010538,
32.655.589/0001-52,2022-09-30,1,NYT_1208,"Avenida Brasilia nº 2121, Sala 1208 - Vila São Paulo, Araçatuba-SP",2022-08-16,42.74,1.0,Não possui características relevantes,0.000939,0.010609,
32.655.589/0001-52,2022-09-30,1,NYT_1504,"Avenida Brasilia nº 2121, Sala 1504 - Vila São Paulo, Araçatuba-SP",2022-08-29,42.74,1.0,Não possui características relevantes,0.004037,0.010609,
32.655.589/0001-52,2022-09-30,1,AL_233BV,"Rua Bernardo Giumarães, 105 Vaga 233- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_236BV,"Rua Bernardo Giumarães, 105 Vaga 236- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_237BV,"Rua Bernardo Giumarães, 105 Vaga 237- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_238BV,"Rua Bernardo Giumarães, 105 Vaga 238- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma característica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_239BV,"Rua Bernardo Giumarães, 105 Vaga 239- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_240BV,"Rua Bernardo Giumarães, 105 Vaga 240- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_241BV,"Rua Bernardo Giumarães, 105 Vaga 241- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_242BV,"Rua Bernardo Giumarães, 105 Vaga 242- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_243BV,"Rua Bernardo Giumarães, 105 Vaga 243- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_244BV,"Rua Bernardo Giumarães, 105 Vaga 244- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_248BV,"Rua Bernardo Giumarães, 105 Vaga 248- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_249BV,"Rua Bernardo Giumarães, 105 Vaga 249- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_250BV,"Rua Bernardo Giumarães, 105 Vaga 250- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_274BV,"Rua Bernardo Giumarães, 105 Vaga 274- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_275BV,"Rua Bernardo Giumarães, 105 Vaga 275- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_276BV,"Rua Bernardo Giumarães, 105 Vaga 276- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_277BV,"Rua Bernardo Giumarães, 105 Vaga 277- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
32.655.589/0001-52,2022-09-30,1,AL_278BV,"Rua Bernardo Giumarães, 105 Vaga 278- Vila Boa Vista, Sorocaba-SP",2022-07-25,10.35,1.0,Nenhuma caracteristica relevante.,1.7e-05,0.000187,
